From,NO2 (µg/m3)
10/02/2023 19:00,68.6
10/02/2023 19:15,74
10/02/2023 19:30,75.36666667
10/02/2023 19:45,76.73333333
10/02/2023 20:00,78.1
10/02/2023 20:15,78.1
10/02/2023 20:30,77.6
10/02/2023 20:45,76.3
10/02/2023 21:00,79.6
10/02/2023 21:15,80.7
10/02/2023 21:30,80.5
10/02/2023 21:45,81
10/02/2023 22:00,82.9
10/02/2023 22:15,82.3
10/02/2023 22:30,80.3
10/02/2023 22:45,80.1
10/02/2023 23:00,80.9
10/02/2023 23:15,81.3
10/02/2023 23:30,82
10/02/2023 23:45,81.9
11/02/2023 00:00,81
11/02/2023 00:15,80.5
11/02/2023 00:30,79.2
11/02/2023 00:45,77.5
11/02/2023 01:00,76.8
11/02/2023 01:15,78
11/02/2023 01:30,79.7
11/02/2023 01:45,79.2
11/02/2023 02:00,79.2
11/02/2023 02:15,79.7
11/02/2023 02:30,80.1
11/02/2023 02:45,79.9
11/02/2023 03:00,80.9
11/02/2023 03:15,79.9
11/02/2023 03:30,79.9
11/02/2023 03:45,80.4
11/02/2023 04:00,82.5
11/02/2023 04:15,81
11/02/2023 04:30,81.6
11/02/2023 04:45,79.9
11/02/2023 05:00,77.6
11/02/2023 05:15,75.8
11/02/2023 05:30,74.3
11/02/2023 05:45,73.4
11/02/2023 06:00,71.5
11/02/2023 06:15,71.4
11/02/2023 06:30,69.2
11/02/2023 06:45,67.7
11/02/2023 07:00,67.6
11/02/2023 07:15,66.9
11/02/2023 07:30,66.9
11/02/2023 07:45,67.7
11/02/2023 08:00,69.1
11/02/2023 08:15,71
11/02/2023 08:30,71.6
11/02/2023 08:45,71.6
11/02/2023 09:00,74.8
11/02/2023 09:15,80.7
11/02/2023 09:30,84.3
11/02/2023 09:45,84
11/02/2023 10:00,82.2
11/02/2023 10:15,79.8
11/02/2023 10:30,77
11/02/2023 10:45,75.9
11/02/2023 11:00,74.9
11/02/2023 11:15,73.1
11/02/2023 11:30,72.4
11/02/2023 11:45,70.6
11/02/2023 12:00,68.8
11/02/2023 12:15,67
11/02/2023 12:30,65.2
11/02/2023 12:45,67.8
11/02/2023 13:00,65.7
11/02/2023 13:15,61.1
11/02/2023 13:30,57.7
11/02/2023 13:45,57.8
11/02/2023 14:00,58.1
11/02/2023 14:15,55.4
11/02/2023 14:30,53.2
11/02/2023 14:45,51.2
11/02/2023 15:00,50.1
11/02/2023 15:15,51.9
11/02/2023 15:30,54.4
11/02/2023 15:45,50.32
11/02/2023 16:00,46.24
11/02/2023 16:15,42.16
11/02/2023 16:30,38.08
11/02/2023 16:45,34
11/02/2023 17:00,38.9
11/02/2023 17:15,39.7
11/02/2023 17:30,36.3
11/02/2023 17:45,36.2
11/02/2023 18:00,38.3
11/02/2023 18:15,41.7
11/02/2023 18:30,45.8
11/02/2023 18:45,49.5
11/02/2023 19:00,52.1
11/02/2023 19:15,52.9
11/02/2023 19:30,54.8
11/02/2023 19:45,55.3
11/02/2023 20:00,58.2
11/02/2023 20:15,61
11/02/2023 20:30,59.4
11/02/2023 20:45,57.4
11/02/2023 21:00,57.6
11/02/2023 21:15,59.4
11/02/2023 21:30,61.9
11/02/2023 21:45,63.1
11/02/2023 22:00,65
11/02/2023 22:15,66.3
11/02/2023 22:30,66
11/02/2023 22:45,66.4
11/02/2023 23:00,67.1
11/02/2023 23:15,67
11/02/2023 23:30,65.9
11/02/2023 23:45,65.8
12/02/2023 00:00,66.4
12/02/2023 00:15,66.1
12/02/2023 00:30,66
12/02/2023 00:45,67.2
12/02/2023 01:00,66.8
12/02/2023 01:15,67.8
12/02/2023 01:30,68.4
12/02/2023 01:45,67.9
12/02/2023 02:00,69
12/02/2023 02:15,69.9
12/02/2023 02:30,71.1
12/02/2023 02:45,72.7
12/02/2023 03:00,75.9
12/02/2023 03:15,77.1
12/02/2023 03:30,78.4
12/02/2023 03:45,78.4
12/02/2023 04:00,79.9
12/02/2023 04:15,80.2
12/02/2023 04:30,80.1
12/02/2023 04:45,79.9
12/02/2023 05:00,80.9
12/02/2023 05:15,83.2
12/02/2023 05:30,83.3
12/02/2023 05:45,81.3
12/02/2023 06:00,80.2
12/02/2023 06:15,78.4
12/02/2023 06:30,75.8
12/02/2023 06:45,73.5
12/02/2023 07:00,72.3
12/02/2023 07:15,70.6
12/02/2023 07:30,69.5
12/02/2023 07:45,68.8
12/02/2023 08:00,69.1
12/02/2023 08:15,67.7
12/02/2023 08:30,66.9
12/02/2023 08:45,66.2
12/02/2023 09:00,65.4
12/02/2023 09:15,65.1
12/02/2023 09:30,65.3
12/02/2023 09:45,65.2
12/02/2023 10:00,63.9
12/02/2023 10:15,61.8
12/02/2023 10:30,59.7
12/02/2023 10:45,58
12/02/2023 11:00,56.2
12/02/2023 11:15,54.6
12/02/2023 11:30,53.9
12/02/2023 11:45,54.25
12/02/2023 12:00,54.6
12/02/2023 12:15,54.95
12/02/2023 12:30,55.3
12/02/2023 12:45,56.1
12/02/2023 13:00,55.6
12/02/2023 13:15,54.5
12/02/2023 13:30,53.7
12/02/2023 13:45,53.5
12/02/2023 14:00,50.4
12/02/2023 14:15,47.7
12/02/2023 14:30,45.8
12/02/2023 14:45,44.4
12/02/2023 15:00,43.6
12/02/2023 15:15,42.7
12/02/2023 15:30,41.8
12/02/2023 15:45,41.2
12/02/2023 16:00,41
12/02/2023 16:15,40.7
12/02/2023 16:30,40.6
12/02/2023 16:45,42.2
12/02/2023 17:00,42.5
12/02/2023 17:15,43.7
12/02/2023 17:30,43.1
12/02/2023 17:45,42.5
12/02/2023 18:00,43.6
12/02/2023 18:15,45.1
12/02/2023 18:30,47.1
12/02/2023 18:45,49.5
12/02/2023 19:00,50.6
12/02/2023 19:15,49.8
12/02/2023 19:30,47.5
12/02/2023 19:45,45.2
12/02/2023 20:00,42.8
12/02/2023 20:15,39.7
12/02/2023 20:30,37.9
12/02/2023 20:45,36.2
12/02/2023 21:00,34.4
12/02/2023 21:15,33.5
12/02/2023 21:30,33.8
12/02/2023 21:45,33.8
12/02/2023 22:00,34
12/02/2023 22:15,34.9
12/02/2023 22:30,35.5
12/02/2023 22:45,36.3
12/02/2023 23:00,36.8
12/02/2023 23:15,37.9
12/02/2023 23:30,38.9
12/02/2023 23:45,42
13/02/2023 00:00,43.4
13/02/2023 00:15,44.4
13/02/2023 00:30,45.3
13/02/2023 00:45,47.4
13/02/2023 01:00,50.1
13/02/2023 01:15,51.5
13/02/2023 01:30,51.8
13/02/2023 01:45,51.9
13/02/2023 02:00,52.1
13/02/2023 02:15,52.5
13/02/2023 02:30,54.7
13/02/2023 02:45,57.2
13/02/2023 03:00,60.9
13/02/2023 03:15,63.3
13/02/2023 03:30,64.6
13/02/2023 03:45,66.1
13/02/2023 04:00,67.5
13/02/2023 04:15,69.5
13/02/2023 04:30,71.3
13/02/2023 04:45,71.9
13/02/2023 05:00,71.8
13/02/2023 05:15,72.1
13/02/2023 05:30,71.6
13/02/2023 05:45,70.9
13/02/2023 06:00,69.4
13/02/2023 06:15,69.8
13/02/2023 06:30,70.6
13/02/2023 06:45,71
13/02/2023 07:00,71.1
13/02/2023 07:15,71.5
13/02/2023 07:30,71.7
13/02/2023 07:45,72.8
13/02/2023 08:00,73.6
13/02/2023 08:15,74.6
13/02/2023 08:30,75.5
13/02/2023 08:45,75.2
13/02/2023 09:00,74.9
13/02/2023 09:15,75.6
13/02/2023 09:30,75.7
13/02/2023 09:45,75.1
13/02/2023 10:00,73.4
13/02/2023 10:15,67.9
13/02/2023 10:30,64.2
13/02/2023 10:45,61.6
13/02/2023 11:00,62.5
13/02/2023 11:15,61.3
13/02/2023 11:30,59.4
13/02/2023 11:45,58.625
13/02/2023 12:00,57.85
13/02/2023 12:15,57.075
13/02/2023 12:30,56.3
13/02/2023 12:45,56
13/02/2023 13:00,56.9
13/02/2023 13:15,57.4
13/02/2023 13:30,57.7
13/02/2023 13:45,58.5
13/02/2023 14:00,56.1
13/02/2023 14:15,55.4
13/02/2023 14:30,53.7
13/02/2023 14:45,55
13/02/2023 15:00,57.1
13/02/2023 15:15,57.8
13/02/2023 15:30,57.9
13/02/2023 15:45,58.6
13/02/2023 16:00,60.1
13/02/2023 16:15,60.9
13/02/2023 16:30,61.6
13/02/2023 16:45,63.2
13/02/2023 17:00,64
13/02/2023 17:15,65.7
13/02/2023 17:30,66.6
13/02/2023 17:45,67.1
13/02/2023 18:00,67.2
13/02/2023 18:15,68.8
13/02/2023 18:30,71
13/02/2023 18:45,73
13/02/2023 19:00,76.2
13/02/2023 19:15,79.3
13/02/2023 19:30,81.4
13/02/2023 19:45,82.9
13/02/2023 20:00,83.4
13/02/2023 20:15,84.2
13/02/2023 20:30,85
13/02/2023 20:45,86.1
13/02/2023 21:00,86.3
13/02/2023 21:15,87.1
13/02/2023 21:30,87.1
13/02/2023 21:45,87.1
13/02/2023 22:00,86
13/02/2023 22:15,85.4
13/02/2023 22:30,83.4
13/02/2023 22:45,81.6
13/02/2023 23:00,80
13/02/2023 23:15,77.5
13/02/2023 23:30,76.2
13/02/2023 23:45,74.7
14/02/2023 00:00,73.3
14/02/2023 00:15,72.4
14/02/2023 00:30,72.1
14/02/2023 00:45,72.1
14/02/2023 01:00,71.4
14/02/2023 01:15,71.9
14/02/2023 01:30,71
14/02/2023 01:45,68.8
14/02/2023 02:00,66.8
14/02/2023 02:15,65.4
14/02/2023 02:30,65.3
14/02/2023 02:45,66.3
14/02/2023 03:00,66.5
14/02/2023 03:15,66.2
14/02/2023 03:30,65.3
14/02/2023 03:45,64.1
14/02/2023 04:00,63.6
14/02/2023 04:15,64.5
14/02/2023 04:30,64.7
14/02/2023 04:45,63.8
14/02/2023 05:00,63.9
14/02/2023 05:15,64.1
14/02/2023 05:30,64.1
14/02/2023 05:45,63.6
14/02/2023 06:00,62.7
14/02/2023 06:15,62.3
14/02/2023 06:30,62.3
14/02/2023 06:45,61
14/02/2023 07:00,61
14/02/2023 07:15,61.2
14/02/2023 07:30,61.4
14/02/2023 07:45,61.7
14/02/2023 08:00,62.5
14/02/2023 08:15,64.3
14/02/2023 08:30,66
14/02/2023 08:45,66.9
14/02/2023 09:00,68.4
14/02/2023 09:15,69.6
14/02/2023 09:30,70.9
14/02/2023 09:45,71.2
14/02/2023 10:00,68.9
14/02/2023 10:15,66
14/02/2023 10:30,64.5
14/02/2023 10:45,63.9
14/02/2023 11:00,65.1
14/02/2023 11:15,65.1
14/02/2023 11:30,63.7
14/02/2023 11:45,62.55
14/02/2023 12:00,61.4
14/02/2023 12:15,60.25
14/02/2023 12:30,59.1
14/02/2023 12:45,60.4
14/02/2023 13:00,60
14/02/2023 13:15,59.4
14/02/2023 13:30,57.8
14/02/2023 13:45,58
14/02/2023 14:00,57.5
14/02/2023 14:15,56.9
14/02/2023 14:30,54.2
14/02/2023 14:45,51.5
14/02/2023 15:00,49.7
14/02/2023 15:15,49.05
14/02/2023 15:30,48.4
14/02/2023 15:45,47.5
14/02/2023 16:00,48.5
14/02/2023 16:15,47.4
14/02/2023 16:30,42.9
14/02/2023 16:45,42.7
14/02/2023 17:00,40.9
14/02/2023 17:15,40.9
14/02/2023 17:30,43.8
14/02/2023 17:45,47.2
14/02/2023 18:00,51.4
14/02/2023 18:15,53.8
14/02/2023 18:30,55.2
14/02/2023 18:45,56.5
14/02/2023 19:00,57.9
14/02/2023 19:15,59.6
14/02/2023 19:30,63
14/02/2023 19:45,65.3
14/02/2023 20:00,66.9
14/02/2023 20:15,68.2
14/02/2023 20:30,70.6
14/02/2023 20:45,71.6
14/02/2023 21:00,73.4
14/02/2023 21:15,74.9
14/02/2023 21:30,74.7
14/02/2023 21:45,75.4
14/02/2023 22:00,75.3
14/02/2023 22:15,75.8
14/02/2023 22:30,74.9
14/02/2023 22:45,75.7
14/02/2023 23:00,74.5
14/02/2023 23:15,73.8
14/02/2023 23:30,73.2
14/02/2023 23:45,72.3
15/02/2023 00:00,71.3
15/02/2023 00:15,70.7
15/02/2023 00:30,71
15/02/2023 00:45,71.9
15/02/2023 01:00,71.3
15/02/2023 01:15,71.6
15/02/2023 01:30,70.9
15/02/2023 01:45,70.5
15/02/2023 02:00,70.3
15/02/2023 02:15,70.6
15/02/2023 02:30,69.7
15/02/2023 02:45,70
15/02/2023 03:00,70.6
15/02/2023 03:15,70.9
15/02/2023 03:30,71.6
15/02/2023 03:45,72.7
15/02/2023 04:00,73.4
15/02/2023 04:15,73.5
15/02/2023 04:30,73.2
15/02/2023 04:45,73.2
15/02/2023 05:00,73.1
15/02/2023 05:15,72.7
15/02/2023 05:30,72.9
15/02/2023 05:45,71.6
15/02/2023 06:00,71.2
15/02/2023 06:15,70.6
15/02/2023 06:30,68.1
15/02/2023 06:45,66.8
15/02/2023 07:00,67.3
15/02/2023 07:15,67.5
15/02/2023 07:30,67.4
15/02/2023 07:45,67.6
15/02/2023 08:00,69.4
15/02/2023 08:15,69.8
15/02/2023 08:30,69.9
15/02/2023 08:45,71.6
15/02/2023 09:00,73.3
15/02/2023 09:15,74.9
15/02/2023 09:30,76.4
15/02/2023 09:45,77.2
15/02/2023 10:00,76.6
15/02/2023 10:15,74.8
15/02/2023 10:30,73.2
15/02/2023 10:45,70.2
15/02/2023 11:00,68.3
15/02/2023 11:15,67.4
15/02/2023 11:30,66.6
15/02/2023 11:45,66.85
15/02/2023 12:00,67.1
15/02/2023 12:15,67.35
15/02/2023 12:30,67.6
15/02/2023 12:45,68.8
15/02/2023 13:00,69.9
15/02/2023 13:15,71
15/02/2023 13:30,72.2
15/02/2023 13:45,73
15/02/2023 14:00,72.8
15/02/2023 14:15,72
15/02/2023 14:30,71.9
15/02/2023 14:45,70.1
15/02/2023 15:00,68.4
15/02/2023 15:15,67.6
15/02/2023 15:30,67.2
15/02/2023 15:45,68.8
15/02/2023 16:00,68.5
15/02/2023 16:15,68.5
15/02/2023 16:30,65.5
15/02/2023 16:45,55.5
15/02/2023 17:00,50.6
15/02/2023 17:15,51.8
15/02/2023 17:30,53.8
15/02/2023 17:45,56.7
15/02/2023 18:00,60
15/02/2023 18:15,62.9
15/02/2023 18:30,66.1
15/02/2023 18:45,68.3
15/02/2023 19:00,70.5
15/02/2023 19:15,73.7
15/02/2023 19:30,76.2
15/02/2023 19:45,79.3
15/02/2023 20:00,82.1
15/02/2023 20:15,83.9
15/02/2023 20:30,85.1
15/02/2023 20:45,86.9
15/02/2023 21:00,88.3
15/02/2023 21:15,89.7
15/02/2023 21:30,90.9
15/02/2023 21:45,90.4
15/02/2023 22:00,91.2
15/02/2023 22:15,91.2
15/02/2023 22:30,91.4
15/02/2023 22:45,91.4
15/02/2023 23:00,89.7
15/02/2023 23:15,89.7
15/02/2023 23:30,88.9
15/02/2023 23:45,88
16/02/2023 00:00,85.9
16/02/2023 00:15,83.8
16/02/2023 00:30,81.3
16/02/2023 00:45,80.2
16/02/2023 01:00,80.6
16/02/2023 01:15,82.2
16/02/2023 01:30,83.9
16/02/2023 01:45,85
16/02/2023 02:00,87.6
16/02/2023 02:15,89.4
16/02/2023 02:30,91.3
16/02/2023 02:45,91.6
16/02/2023 03:00,90.4
16/02/2023 03:15,91.6
16/02/2023 03:30,92.8
16/02/2023 03:45,94.2
16/02/2023 04:00,95.5
16/02/2023 04:15,96.4
16/02/2023 04:30,96.1
16/02/2023 04:45,95.3
16/02/2023 05:00,95.4
16/02/2023 05:15,94.3
16/02/2023 05:30,93
16/02/2023 05:45,92.9
16/02/2023 06:00,91.4
16/02/2023 06:15,90.2
16/02/2023 06:30,88.3
16/02/2023 06:45,86.6
16/02/2023 07:00,82.9
16/02/2023 07:15,82.1
16/02/2023 07:30,82.3
16/02/2023 07:45,82.3
16/02/2023 08:00,82.8
16/02/2023 08:15,82.8
16/02/2023 08:30,82.9
16/02/2023 08:45,84
16/02/2023 09:00,84.5
16/02/2023 09:15,88.8
16/02/2023 09:30,91
16/02/2023 09:45,89.9
16/02/2023 10:00,86.3
16/02/2023 10:15,80.4
16/02/2023 10:30,73.2
16/02/2023 10:45,48.6
16/02/2023 11:00,36.2
16/02/2023 11:15,35
16/02/2023 11:30,33.4
16/02/2023 11:45,29.75
16/02/2023 12:00,26.1
16/02/2023 12:15,22.45
16/02/2023 12:30,18.8
16/02/2023 12:45,19.9
16/02/2023 13:00,26.1
16/02/2023 13:15,34.3
16/02/2023 13:30,64.4
16/02/2023 13:45,64.4
16/02/2023 14:00,60.9
16/02/2023 14:15,59
16/02/2023 14:30,60.8
16/02/2023 14:45,64
16/02/2023 15:00,69
16/02/2023 15:15,76.3
16/02/2023 15:30,78.9
16/02/2023 15:45,79
16/02/2023 16:00,77.2
16/02/2023 16:15,72
16/02/2023 16:30,68.9
16/02/2023 16:45,68.7
16/02/2023 17:00,68.5
16/02/2023 17:15,56.1
16/02/2023 17:30,48.1
16/02/2023 17:45,47.9
16/02/2023 18:00,51.9
16/02/2023 18:15,55.1
16/02/2023 18:30,60.2
16/02/2023 18:45,66
16/02/2023 19:00,71.1
16/02/2023 19:15,75.1
16/02/2023 19:30,77.2
16/02/2023 19:45,79.8
16/02/2023 20:00,81.9
16/02/2023 20:15,82.3
16/02/2023 20:30,83.3
16/02/2023 20:45,82.9
16/02/2023 21:00,82.7
16/02/2023 21:15,83.6
16/02/2023 21:30,81.9
16/02/2023 21:45,81.1
16/02/2023 22:00,81.3
16/02/2023 22:15,80.9
16/02/2023 22:30,80
16/02/2023 22:45,80.6
16/02/2023 23:00,81
16/02/2023 23:15,80.7
16/02/2023 23:30,78.9
16/02/2023 23:45,78.6
17/02/2023 00:00,77.8
17/02/2023 00:15,77.6
17/02/2023 00:30,77.6
17/02/2023 00:45,78
17/02/2023 01:00,77.3
17/02/2023 01:15,77.5
17/02/2023 01:30,76.5
17/02/2023 01:45,76
17/02/2023 02:00,77.1
17/02/2023 02:15,78.2
17/02/2023 02:30,78.4
17/02/2023 02:45,78.7
17/02/2023 03:00,78.6
17/02/2023 03:15,80.3
17/02/2023 03:30,80
17/02/2023 03:45,78.5
17/02/2023 04:00,77.9
17/02/2023 04:15,78.3
17/02/2023 04:30,77.1
17/02/2023 04:45,76.1
17/02/2023 05:00,75.5
17/02/2023 05:15,74.6
17/02/2023 05:30,73.6
17/02/2023 05:45,72.4
17/02/2023 06:00,71.9
17/02/2023 06:15,72.2
17/02/2023 06:30,71
17/02/2023 06:45,68.5
17/02/2023 07:00,67.2
17/02/2023 07:15,66.5
17/02/2023 07:30,64.1
17/02/2023 07:45,64.1
17/02/2023 08:00,64.2
17/02/2023 08:15,63.4
17/02/2023 08:30,63.4
17/02/2023 08:45,64.1
17/02/2023 09:00,66.3
17/02/2023 09:15,69.3
17/02/2023 09:30,72
17/02/2023 09:45,74.2
17/02/2023 10:00,74.3
17/02/2023 10:15,73.5
17/02/2023 10:30,70.5
17/02/2023 10:45,67.1
17/02/2023 11:00,68.1
17/02/2023 11:15,58.7
17/02/2023 11:30,59.9
17/02/2023 11:45,65.5
17/02/2023 12:00,71.1
17/02/2023 12:15,76.7
17/02/2023 12:30,82.3
17/02/2023 12:45,88
17/02/2023 13:00,89.3
17/02/2023 13:15,84.6
17/02/2023 13:30,79.6
17/02/2023 13:45,75.8
17/02/2023 14:00,74.5
17/02/2023 14:15,71
17/02/2023 14:30,66
17/02/2023 14:45,80.1
17/02/2023 15:00,55
17/02/2023 15:15,44.7
17/02/2023 15:30,44
17/02/2023 15:45,28.8
17/02/2023 16:00,17.4
17/02/2023 16:15,23.1
17/02/2023 16:30,27
17/02/2023 16:45,28.1
17/02/2023 17:00,27.3
17/02/2023 17:15,26
17/02/2023 17:30,25.4
17/02/2023 17:45,24.6
17/02/2023 18:00,23.9
17/02/2023 18:15,25.7
17/02/2023 18:30,27.5
17/02/2023 18:45,30
17/02/2023 19:00,31.9
17/02/2023 19:15,32.1
17/02/2023 19:30,31.4
17/02/2023 19:45,28
17/02/2023 20:00,24.2
17/02/2023 20:15,21.7
17/02/2023 20:30,19
17/02/2023 20:45,14.9
17/02/2023 21:00,10.7
17/02/2023 21:15,5.7
17/02/2023 21:30,2.6
17/02/2023 21:45,0.9
17/02/2023 22:00,0.6
17/02/2023 22:15,0.7
17/02/2023 22:30,0.8
17/02/2023 22:45,0.2
17/02/2023 23:00,1.05
17/02/2023 23:15,1.9
17/02/2023 23:30,4.6
17/02/2023 23:45,2.6
18/02/2023 00:00,1.9
18/02/2023 00:15,3
18/02/2023 00:30,2.8
18/02/2023 00:45,4.6
18/02/2023 01:00,3
18/02/2023 01:15,2
18/02/2023 01:30,3.2
18/02/2023 01:45,5.3
18/02/2023 02:00,7.4
18/02/2023 02:15,8.3
18/02/2023 02:30,9.1
18/02/2023 02:45,11.4
18/02/2023 03:00,13.9
18/02/2023 03:15,15.9
18/02/2023 03:30,17.9
18/02/2023 03:45,19.5
18/02/2023 04:00,21.9
18/02/2023 04:15,23.9
18/02/2023 04:30,23.8
18/02/2023 04:45,24.6
18/02/2023 05:00,25
18/02/2023 05:15,26.1
18/02/2023 05:30,25.9
18/02/2023 05:45,25.2
18/02/2023 06:00,24.8
18/02/2023 06:15,24.8
18/02/2023 06:30,25.6
18/02/2023 06:45,26.5
18/02/2023 07:00,27.9
18/02/2023 07:15,26.2
18/02/2023 07:30,26
18/02/2023 07:45,25.7
18/02/2023 08:00,26.1
18/02/2023 08:15,26.7
18/02/2023 08:30,28
18/02/2023 08:45,30.2
18/02/2023 09:00,31.9
18/02/2023 09:15,33.5
18/02/2023 09:30,38.6
18/02/2023 09:45,41.4
18/02/2023 10:00,39.7
18/02/2023 10:15,40.5
18/02/2023 10:30,63.2
18/02/2023 10:45,84.1
18/02/2023 11:00,76.8
18/02/2023 11:15,59.7
18/02/2023 11:30,38.2
18/02/2023 11:45,34.475
18/02/2023 12:00,30.75
18/02/2023 12:15,27.025
18/02/2023 12:30,23.3
18/02/2023 12:45,29.5
18/02/2023 13:00,42.4
18/02/2023 13:15,47.1
18/02/2023 13:30,49
18/02/2023 13:45,50.3
18/02/2023 14:00,54.3
18/02/2023 14:15,54.4
18/02/2023 14:30,52.4
18/02/2023 14:45,50.9
18/02/2023 15:00,50.6
18/02/2023 15:15,49.7
18/02/2023 15:30,49.7
18/02/2023 15:45,49.6
18/02/2023 16:00,38.3
18/02/2023 16:15,26.5
18/02/2023 16:30,27.7
18/02/2023 16:45,27.4
18/02/2023 17:00,28.8
18/02/2023 17:15,33.6
18/02/2023 17:30,38.5
18/02/2023 17:45,43.4
18/02/2023 18:00,48.3
18/02/2023 18:15,51.2
18/02/2023 18:30,57.3
18/02/2023 18:45,62.1
18/02/2023 19:00,66.5
18/02/2023 19:15,69.6
18/02/2023 19:30,71
18/02/2023 19:45,71.3
18/02/2023 20:00,73.4
18/02/2023 20:15,75.9
18/02/2023 20:30,76.7
18/02/2023 20:45,76.9
18/02/2023 21:00,76.9
18/02/2023 21:15,77
18/02/2023 21:30,75.7
18/02/2023 21:45,75.3
18/02/2023 22:00,74.6
18/02/2023 22:15,73.9
18/02/2023 22:30,73
18/02/2023 22:45,71.9
18/02/2023 23:00,71
18/02/2023 23:15,70.5
18/02/2023 23:30,69.3
18/02/2023 23:45,67
19/02/2023 00:00,65.5
19/02/2023 00:15,65.1
19/02/2023 00:30,64.1
19/02/2023 00:45,63.9
19/02/2023 01:00,64.4
19/02/2023 01:15,64.4
19/02/2023 01:30,62.5
19/02/2023 01:45,62.1
19/02/2023 02:00,61.2
19/02/2023 02:15,61.3
19/02/2023 02:30,61.6
19/02/2023 02:45,63
19/02/2023 03:00,63.6
19/02/2023 03:15,63.1
19/02/2023 03:30,62.1
19/02/2023 03:45,60.8
19/02/2023 04:00,60.1
19/02/2023 04:15,59.3
19/02/2023 04:30,56.9
19/02/2023 04:45,55.4
19/02/2023 05:00,54.8
19/02/2023 05:15,53.5
19/02/2023 05:30,52
19/02/2023 05:45,51.2
19/02/2023 06:00,49
19/02/2023 06:15,48.2
19/02/2023 06:30,48.1
19/02/2023 06:45,46.8
19/02/2023 07:00,46.9
19/02/2023 07:15,47.7
19/02/2023 07:30,46.5
19/02/2023 07:45,47.1
19/02/2023 08:00,47.2
19/02/2023 08:15,49
19/02/2023 08:30,51.5
19/02/2023 08:45,52.1
19/02/2023 09:00,51.4
19/02/2023 09:15,50.6
19/02/2023 09:30,53.3
19/02/2023 09:45,53.5
19/02/2023 10:00,49.9
19/02/2023 10:15,48.4
19/02/2023 10:30,46.1
19/02/2023 10:45,36.4
19/02/2023 11:00,24.9
19/02/2023 11:15,19.1
19/02/2023 11:30,21.3
19/02/2023 11:45,20
19/02/2023 12:00,18.7
19/02/2023 12:15,17.4
19/02/2023 12:30,16.1
19/02/2023 12:45,15.4
19/02/2023 13:00,22.1
19/02/2023 13:15,29.5
19/02/2023 13:30,36.8
19/02/2023 13:45,42.5
19/02/2023 14:00,46.6
19/02/2023 14:15,48
19/02/2023 14:30,48
19/02/2023 14:45,39.8
19/02/2023 15:00,34.9
19/02/2023 15:15,25.2
19/02/2023 15:30,19.1
19/02/2023 15:45,20.3
19/02/2023 16:00,23
19/02/2023 16:15,27
19/02/2023 16:30,31.5
19/02/2023 16:45,36.1
19/02/2023 17:00,35
19/02/2023 17:15,33.8
19/02/2023 17:30,33.7
19/02/2023 17:45,35.1
19/02/2023 18:00,37.3
19/02/2023 18:15,40.6
19/02/2023 18:30,42.2
19/02/2023 18:45,43.5
19/02/2023 19:00,46.4
19/02/2023 19:15,48.4
19/02/2023 19:30,48
19/02/2023 19:45,45.3
19/02/2023 20:00,43.7
19/02/2023 20:15,41.8
19/02/2023 20:30,40.3
19/02/2023 20:45,39
19/02/2023 21:00,39
19/02/2023 21:15,39.9
19/02/2023 21:30,43.7
19/02/2023 21:45,47.9
19/02/2023 22:00,50.1
19/02/2023 22:15,50.4
19/02/2023 22:30,49.5
19/02/2023 22:45,50.8
19/02/2023 23:00,54.8
19/02/2023 23:15,58.1
19/02/2023 23:30,60
19/02/2023 23:45,59.6
20/02/2023 00:00,59.7
20/02/2023 00:15,59.5
20/02/2023 00:30,61.4
20/02/2023 00:45,62.4
20/02/2023 01:00,63.6
20/02/2023 01:15,64.7
20/02/2023 01:30,64.4
20/02/2023 01:45,64.6
20/02/2023 02:00,62.9
20/02/2023 02:15,58.4
20/02/2023 02:30,52.3
20/02/2023 02:45,47.1
20/02/2023 03:00,42.7
20/02/2023 03:15,38.2
20/02/2023 03:30,36.2
20/02/2023 03:45,35.5
20/02/2023 04:00,35.9
20/02/2023 04:15,34.9
20/02/2023 04:30,34.7
20/02/2023 04:45,35.5
20/02/2023 05:00,37.3
20/02/2023 05:15,38.2
20/02/2023 05:30,39.3
20/02/2023 05:45,41
20/02/2023 06:00,41.9
20/02/2023 06:15,41.3
20/02/2023 06:30,39.8
20/02/2023 06:45,37.6
20/02/2023 07:00,35.9
20/02/2023 07:15,34
20/02/2023 07:30,33.4
20/02/2023 07:45,34.4
20/02/2023 08:00,38.4
20/02/2023 08:15,41.4
20/02/2023 08:30,44.3
20/02/2023 08:45,45.6
20/02/2023 09:00,44.6
20/02/2023 09:15,41.5
20/02/2023 09:30,39.3
20/02/2023 09:45,35
20/02/2023 10:00,31.5
20/02/2023 10:15,29.1
20/02/2023 10:30,28
20/02/2023 10:45,26.9
20/02/2023 11:00,25.8
20/02/2023 11:15,24.9
20/02/2023 11:30,25.8
20/02/2023 11:45,26.55
20/02/2023 12:00,27.3
20/02/2023 12:15,28.05
20/02/2023 12:30,28.8
20/02/2023 12:45,28.3
20/02/2023 13:00,27.7
20/02/2023 13:15,27.6
20/02/2023 13:30,26.9
20/02/2023 13:45,26.5
20/02/2023 14:00,27.4
20/02/2023 14:15,28.7
20/02/2023 14:30,29.7
20/02/2023 14:45,28.8
20/02/2023 15:00,28.3
20/02/2023 15:15,28
