#,From,To (Interval: 15M),"Singrauli, Surya Kiran Bhawan Dudhichua  PM10 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  PM2.5 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  NO (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  NO2 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  NOX (ppb)","Singrauli, Surya Kiran Bhawan Dudhichua  CO (mg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  SO2 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  NH3 (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  Ozone (µg/m3)","Singrauli, Surya Kiran Bhawan Dudhichua  Benzene (µg/m3)"
6957,14/04/2023 11:00,14/04/2023 11:15,279,90,6.9,86,51.3,1.05,220.8000001,11.2,31.1,0.1
6958,14/04/2023 11:15,14/04/2023 11:30,279,90,19.2,83.2,59.8,0.993333333,277.1500001,11.6,12.2,0.1
6959,14/04/2023 11:30,14/04/2023 11:45,279,90,43.8,97.7,87.2,0.936666667,333.5,7.7,28.6,0.1
6960,14/04/2023 11:45,14/04/2023 12:00,196,71,33.84999999,93.85,77.15,0.88,157.4,9.633333334,51.5,0.1
6961,14/04/2023 12:00,14/04/2023 12:15,196,71,23.9,90,67.1,0.823333333,172.4,11.56666667,49.5,0.1
6962,14/04/2023 12:15,14/04/2023 12:30,196,71,13.95,86.15,57.05,0.766666667,225,13.5,41.2,0.1
6963,14/04/2023 12:30,14/04/2023 12:45,196,71,4,82.3,47,0.71,226.3,9.5,40,0.1
6964,14/04/2023 12:45,14/04/2023 13:00,150,58,3.6,81.6,46.3,0.653333333,188.7,9.7,49.4,0.1
6965,14/04/2023 13:00,14/04/2023 13:15,150,58,3.1,78.4,44.2,0.596666667,159.9,9.6,56.6,0.1
6966,14/04/2023 13:15,14/04/2023 13:30,150,58,2.8,75.2,42.3,0.54,132.4,9.3,69,0.1
6967,14/04/2023 13:30,14/04/2023 13:45,150,58,2.6,69.7,39.2,0.483333333,104.2,9.6,76.6,0.1
6968,14/04/2023 13:45,14/04/2023 14:00,105,58,1.7,64.9,35.8,0.426666667,112.3,9.7,72.5,0.1
6969,14/04/2023 14:00,14/04/2023 14:15,105,58,1.5,61.4,33.9,0.37,83.7,9.8,79.7,0.1
6970,14/04/2023 14:15,14/04/2023 14:30,105,58,1.5,56.4,31.2,0.48,37.5,9.8,84.5,0.1
6971,14/04/2023 14:30,14/04/2023 14:45,105,58,1.6,51.7,28.8,0.61,64.6,10.1,79.5,0.1
6972,14/04/2023 14:45,14/04/2023 15:00,117,45,1.4,49.4,27.4,0.63,37.4,9.7,81.7,0.1
6973,14/04/2023 15:00,14/04/2023 15:15,117,45,1,45,24.7,0.53,23,9.9,86.7,0.1
6974,14/04/2023 15:15,14/04/2023 15:30,117,45,1.4,39.6,22.2,0.5,19.7,10.1,86.6,0.1
6975,14/04/2023 15:30,14/04/2023 15:45,117,45,1,37.5,20.7,0.71,18.7,10.1,86.8,0.1
6976,14/04/2023 15:45,14/04/2023 16:00,128,36,1.5,35.4,20.1,0.77,20.1,9.6,87.8,0.1
6977,14/04/2023 16:00,14/04/2023 16:15,128,36,2,33.7,19.5,0.78,21.9,9.1,84.8,0.1
6978,14/04/2023 16:15,14/04/2023 16:30,128,36,1.6,33.3,19,0.78,19.5,8.5,80.6,0.1
6979,14/04/2023 16:30,14/04/2023 16:45,128,36,1.1,33.7,18.8,0.77,16.7,8.3,78.8,0.1
6980,14/04/2023 16:45,14/04/2023 17:00,79,47,1.4,33.1,18.7,0.76,15.2,8.8,77,0.1
6981,14/04/2023 17:00,14/04/2023 17:15,79,47,1.4,33.7,19.1,0.77,13.8,8.7,74.3,0.1
6982,14/04/2023 17:15,14/04/2023 17:30,79,47,1,34.2,19,0.76,15.2,8.6,71.4,0.1
6983,14/04/2023 17:30,14/04/2023 17:45,79,47,1.4,35.5,20,0.8,18.5,8.7,70.6,0.1
6984,14/04/2023 17:45,14/04/2023 18:00,79,64,1,36.9,20.4,0.81,16,8.9,66.8,0.1
6985,14/04/2023 18:00,14/04/2023 18:15,79,64,1.15,38.7,20.4,0.8,16,8.9,61.3,0.1
6986,14/04/2023 18:15,14/04/2023 18:30,79,64,1.3,40.3,22.5,0.81,17.9,9.1,63.6,0.1
6987,14/04/2023 18:30,14/04/2023 18:45,79,64,1.8,43.1,24.3,0.84,26.3,9.3,52.9,0.1
6988,14/04/2023 18:45,14/04/2023 19:00,284,75,1.7,47.7,26.7,0.86,35,9.3,49.1,0.1
6989,14/04/2023 19:00,14/04/2023 19:15,284,75,1.6,51,28.4,0.81,27.3,9.5,55.7,0.1
6990,14/04/2023 19:15,14/04/2023 19:30,284,75,2.2,51.4,29.1,0.97,24.5,9.2,50.1,0.1
6991,14/04/2023 19:30,14/04/2023 19:45,284,75,2.5,50.9,29.1,0.96,21.2,9.4,53.4,0.1
6992,14/04/2023 19:45,14/04/2023 20:00,240,75,2.2,49.3,28,0.86,18.7,9.2,61.2,0.1
6993,14/04/2023 20:00,14/04/2023 20:15,240,75,1.6,50.3,28,0.87,16.1,9,47.1,0.1
6994,14/04/2023 20:15,14/04/2023 20:30,240,75,1.6,53.8,30,0.97,16.6,9.1,36.5,0.1
6995,14/04/2023 20:30,14/04/2023 20:45,240,75,2.6,58.4,33.1,1.04,17.4,9.1,35.7,0.1
6996,14/04/2023 20:45,14/04/2023 21:00,217,70,2.4,62.5,35.2,1.11,19.1,9,36.3,0.1
6997,14/04/2023 21:00,14/04/2023 21:15,217,70,2.7,64.3,36.4,1.11,20.6,8.7,40.9,0.1
6998,14/04/2023 21:15,14/04/2023 21:30,217,70,2.4,62.8,35.4,1.12,21.2,9.4,51.8,0.1
6999,14/04/2023 21:30,14/04/2023 21:45,217,70,2.2,58.3,32.8,1.25,19.9,10.1,43.2,0.1
7000,14/04/2023 21:45,14/04/2023 22:00,207,67,1.9,55.1,30.8,1.45,19.1,10.2,34.5,0.1
7001,14/04/2023 22:00,14/04/2023 22:15,207,67,1.5,55.5,30.7,1.53,19.7,9.9,26.8,0.1
7002,14/04/2023 22:15,14/04/2023 22:30,207,67,2,56.7,31.8,1.57,20.8,10,23.9,0.1
7003,14/04/2023 22:30,14/04/2023 22:45,207,67,2.2,57.7,32.5,1.61,20.5,10.3,19.3,0.1
7004,14/04/2023 22:45,14/04/2023 23:00,182,84,2.7,58.1,33.1,1.63,19.8,10.8,16.8,0.1
7005,14/04/2023 23:00,14/04/2023 23:15,182,84,2.6,59.2,33.6,1.99,18.6,10.7,9,0.1
7006,14/04/2023 23:15,14/04/2023 23:30,182,84,3,61.8,35.3,2.07,18,11.4,4.8,0.1
7007,14/04/2023 23:30,14/04/2023 23:45,182,84,6.1,64.2,39.1,2.2,19.7,13,2.3,0.1
7008,14/04/2023 23:45,15/04/2023 00:00,178,126,11.6,67.5,45.3,2.445,21.4,14.1,1.3,0.1
7009,15/04/2023 00:00,15/04/2023 00:15,178,126,17.4,69.1,50.9,2.69,23.1,14,2,0.1
7010,15/04/2023 00:15,15/04/2023 00:30,178,126,20.2,68.6,53,2.64,22.7,14.2,1.3,0.1
7011,15/04/2023 00:30,15/04/2023 00:45,178,126,25.3,66.9,56.2,2.63,22.7,14.6,1.2,0.1
7012,15/04/2023 00:45,15/04/2023 01:00,328,216,33.1,66.6,62.3,2.6,22.8,14.3,1.5,0.1
7013,15/04/2023 01:00,15/04/2023 01:15,328,216,41.6,64.8,68.3,2.51,25.2,14.1,1.7,0.1
7014,15/04/2023 01:15,15/04/2023 01:30,328,216,50.1,64.6,75.2,2.43,27.2,13.9,1.7,0.1
7015,15/04/2023 01:30,15/04/2023 01:45,328,216,56.1,67.6,81.6,2.45,30.7,14.2,1.6,0.1
7016,15/04/2023 01:45,15/04/2023 02:00,328,178,57.7,70.1,84.2,2.39,33,14.3,1.7,0.1
7017,15/04/2023 02:00,15/04/2023 02:15,328,178,59,70.4,85.4,2.14,31.8,14.1,1.4,0.1
7018,15/04/2023 02:15,15/04/2023 02:30,328,178,64.4,69.9,89.5,2.21,30.6,13.9,1.2,0.1
7019,15/04/2023 02:30,15/04/2023 02:45,328,178,74,68.5,96.7,2.48,31.9,14.4,0.8,0.1
7020,15/04/2023 02:45,15/04/2023 03:00,420,179,86.3,70.6,107.9,2.55,35.1,14.7,0.8,0.1
7021,15/04/2023 03:00,15/04/2023 03:15,420,179,109.2,62.1,121.8,2.56,35.9,14.8,1,0.1
7022,15/04/2023 03:15,15/04/2023 03:30,420,179,116.5,68.9,131.4,2.58,33.1,15.8,1.7,0.1
7023,15/04/2023 03:30,15/04/2023 03:45,420,179,115.2,75.8,133.9,2.89,29.3,14.7,1.5,0.1
7024,15/04/2023 03:45,15/04/2023 04:00,486,158,107.9,77.9,129.1,2.52,27.1,14.3,1,0.1
7025,15/04/2023 04:00,15/04/2023 04:15,486,158,100.3,78.2,123.1,2.55,25.9,13.3,1.8,0.1
7026,15/04/2023 04:15,15/04/2023 04:30,486,158,91.6,79.1,116.5,2.59,24.5,13.4,1.5,0.1
7027,15/04/2023 04:30,15/04/2023 04:45,486,158,83.7,76.1,108.5,2.53,25,13.5,1.5,0.1
7028,15/04/2023 04:45,15/04/2023 05:00,390,130,74.3,73.9,99.8,2.53,24.5,12.8,1.8,0.1
7029,15/04/2023 05:00,15/04/2023 05:15,390,130,64.3,72.1,90.6,2.83,23.7,12.6,0.8,0.1
7030,15/04/2023 05:15,15/04/2023 05:30,390,130,61.5,67.1,85.7,2.76,23.5,12.8,1.6,0.1
7031,15/04/2023 05:30,15/04/2023 05:45,390,130,56.9,64.5,80.6,2.74,22.3,13.4,1,0.1
7032,15/04/2023 05:45,15/04/2023 06:00,283,132,51.8,60.7,74.4,2.79,21.6,13.7,1.4,0.1
7033,15/04/2023 06:00,15/04/2023 06:15,283,132,47.4,59.8,70.3,2.73,21.7,13.1,1,0.1
7034,15/04/2023 06:15,15/04/2023 06:30,283,132,44.3,59.6,67.7,2.73,20.2,12.8,1.7,0.1
7035,15/04/2023 06:30,15/04/2023 06:45,283,132,42.7,59.2,66.2,2.66,20.9,13.3,1.7,0.1
7036,15/04/2023 06:45,15/04/2023 07:00,266,121,38,57.6,61.5,2.39,22.1,13.9,3.9,0.1
7037,15/04/2023 07:00,15/04/2023 07:15,266,121,29.2,57,54.1,2.39,23.8,14.2,6.4,0.1
7038,15/04/2023 07:15,15/04/2023 07:30,266,121,16,63.4,46.8,2.32,23.4,14.2,14.4,0.1
7039,15/04/2023 07:30,15/04/2023 07:45,266,121,6.5,66,40.4,2.23,23.2,14,24.2,0.1
7040,15/04/2023 07:45,15/04/2023 08:00,245,134,4.1,60.3,35.4,2.18,23.5,13.9,32.8,0.1
7041,15/04/2023 08:00,15/04/2023 08:15,245,134,2.8,55.3,31.7,2.1,23.4,13.6,41.4,0.1
7042,15/04/2023 08:15,15/04/2023 08:30,245,134,2,49.8,28.1,1.96,22.7,13.3,55.2,0.1
7043,15/04/2023 08:30,15/04/2023 08:45,245,134,1.1,45.4,25,1.82,22.8,12.9,63.3,0.1
7044,15/04/2023 08:45,15/04/2023 09:00,243,81,1.2,41.9,23.2,1.65,22.7,12.9,65.06666667,0.1
7045,15/04/2023 09:00,15/04/2023 09:15,243,81,1,40.3,22.2,1.68,28.7,12.9,66.83333333,0.1
7046,15/04/2023 09:15,15/04/2023 09:30,243,81,1.2,41.3,22.9,1.76,48.8,13.5,68.6,0.1
7047,15/04/2023 09:30,15/04/2023 09:45,243,81,1,44.6,24.5,1.75,85.9,13,58.7,0.1
7048,15/04/2023 09:45,15/04/2023 10:00,243,80,1.7,51.6,28.9,1.963333333,127.1,12.7,53.6,0.1
7049,15/04/2023 10:00,15/04/2023 10:15,243,80,1.6,62.5,34.6,2.176666667,216.7,12.8,37.4,0.1
7050,15/04/2023 10:15,15/04/2023 10:30,243,80,2.8,73.5,41.3,2.39,105.6,11.9,64.2,0.1
7051,15/04/2023 10:30,15/04/2023 10:45,243,80,1.9,68.4,37.9,1.59,49.8,10.4,83.8,0.1
7052,15/04/2023 10:45,15/04/2023 11:00,168,57,0.6,58,31.3,1.58,64.85,8.3,81.7,0.1
7053,15/04/2023 11:00,15/04/2023 11:15,168,57,0.5,51.5,27.8,1.57,79.90000001,10.1,73.7,0.1
7054,15/04/2023 11:15,15/04/2023 11:30,168,57,1.5,48.6,27.1,1.56,94.95,10.8,86.1,0.1
7055,15/04/2023 11:30,15/04/2023 11:45,168,57,1.7,46.4,26.1,1.53,110,9.9,67.1,0.1
7056,15/04/2023 11:45,15/04/2023 12:00,133,43,2.075,52.15,29.45,1.52,46.8,10.96666667,76.1,0.1
7057,15/04/2023 12:00,15/04/2023 12:15,133,43,2.45,57.9,32.8,1.49,80.5,12.03333333,65.1,0.1
7058,15/04/2023 12:15,15/04/2023 12:30,133,43,2.825,63.64999999,36.15,1.47,166.7,13.1,45.8,0.1
7059,15/04/2023 12:30,15/04/2023 12:45,133,43,3.2,69.4,39.5,1.56,109.5,7.4,63.4,0.1
7060,15/04/2023 12:45,15/04/2023 13:00,112,46,2.7,71.6,40.3,1.58,181.3,7.9,43.7,0.1
7061,15/04/2023 13:00,15/04/2023 13:15,112,46,2.5,78.5,43.8,1.58,168.5,7.4,48.5,0.1
7062,15/04/2023 13:15,15/04/2023 13:30,112,46,2.8,82,45.9,1.59,151.2,7.3,54,0.1
7063,15/04/2023 13:30,15/04/2023 13:45,112,46,1.8,78.8,43.4,1.59,87.9,8.1,75.4,0.1
7064,15/04/2023 13:45,15/04/2023 14:00,105,55,1.2,71.1,38.8,1.6,83,8.6,77.2,0.1
7065,15/04/2023 14:00,15/04/2023 14:15,105,55,1.4,64,35.2,1.6,77.9,8.5,77.9,0.1
7066,15/04/2023 14:15,15/04/2023 14:30,105,55,1.3,59.9,32.9,1.52,76.3,11,83.9,0.1
7067,15/04/2023 14:30,15/04/2023 14:45,105,55,1.1,56.7,31.1,0.92,73.6,11.8,87.2,0.1
7068,15/04/2023 14:45,15/04/2023 15:00,135,54,0.9,53.5,29.2,0.92,69.6,11.2,91.2,0.1
7069,15/04/2023 15:00,15/04/2023 15:15,135,54,1.1,51.1,28.1,0.95,65.4,10.2,91.1,0.1
7070,15/04/2023 15:15,15/04/2023 15:30,135,54,1.6,47.3,26.5,0.93,62.3,10.2,91.2,0.1
7071,15/04/2023 15:30,15/04/2023 15:45,135,54,1.1,45.3,25.1,0.95,41.6,10.1,101.4,0.1
7072,15/04/2023 15:45,15/04/2023 16:00,127,46,1.4,41,22.9,0.96,32.3,9.7,100,0.1
7073,15/04/2023 16:00,15/04/2023 16:15,127,46,1.5,37.2,21,1,30.4,9.1,101.4,0.1
7074,15/04/2023 16:15,15/04/2023 16:30,127,46,0.5,35.4,19.2,1.02,29.1,8.5,98.9,0.1
7075,15/04/2023 16:30,15/04/2023 16:45,127,46,0.4,33.2,17.9,1.02,28.4,8.9,96.1,0.1
7076,15/04/2023 16:45,15/04/2023 17:00,102,51,0.6,33.1,17.5,1.03,30.1,9,95.1,0.1
7077,15/04/2023 17:00,15/04/2023 17:15,102,51,0.8,33.8,18,1.05,32.3,9.1,92.9,0.1
7078,15/04/2023 17:15,15/04/2023 17:30,102,51,1,33.5,18.6,1.05,32.5,9,88,0.1
7079,15/04/2023 17:30,15/04/2023 17:45,102,51,1.8,33.8,19.4,1.13,29.2,9.3,78.3,0.1
7080,15/04/2023 17:45,15/04/2023 18:00,102,70,2.5,36.4,21.4,1.18,28.5,9.4,70.7,0.1
7081,15/04/2023 18:00,15/04/2023 18:15,102,70,2.7,40.5,23.7,1.21,29.8,10.2,69.3,0.1
7082,15/04/2023 18:15,15/04/2023 18:30,102,70,2.9,43.4,25.4,1.45,29.9,10.6,53.9,0.1
7083,15/04/2023 18:30,15/04/2023 18:45,102,70,3.6,46,27.4,1.37,28.5,10.9,41.8,0.1
7084,15/04/2023 18:45,15/04/2023 19:00,178,113,3.4,50.1,29.4,1.42,26.1,11,31.2,0.1
7085,15/04/2023 19:00,15/04/2023 19:15,178,113,4,54.9,32.4,1.33,26.1,11.1,35.8,0.1
7086,15/04/2023 19:15,15/04/2023 19:30,178,113,3.8,59.4,34.7,1.25,33.7,10.8,47.5,0.1
7087,15/04/2023 19:30,15/04/2023 19:45,178,113,3.7,60.8,35.3,1.35,38.6,10.8,43.1,0.1
7088,15/04/2023 19:45,15/04/2023 20:00,284,109,4.1,59.7,35.1,1.35,34.5,10.5,38.3,0.1
7089,15/04/2023 20:00,15/04/2023 20:15,284,109,4.2,61.3,36,1.28,31.1,10.1,30.5,0.1
7090,15/04/2023 20:15,15/04/2023 20:30,284,109,4.5,65.8,38.7,1.32,28.6,9.6,26.4,0.1
7091,15/04/2023 20:30,15/04/2023 20:45,284,109,5,68.7,40.6,1.33,27.5,9.3,17.7,0.1
7092,15/04/2023 20:45,15/04/2023 21:00,349,99,6,73.3,43.8,1.5,26.9,9.6,9.6,0.1
7093,15/04/2023 21:00,15/04/2023 21:15,349,99,7.8,78.6,48.1,1.73,29,9.4,12,0.1
7094,15/04/2023 21:15,15/04/2023 21:30,349,99,8.7,80.7,50,1.49,30.2,9.6,31.6,0.1
7095,15/04/2023 21:30,15/04/2023 21:45,349,99,6.8,77.7,46.8,1.34,30.2,9.8,39.8,0.1
7096,15/04/2023 21:45,15/04/2023 22:00,260,76,6,71,42.6,1.32,28.3,9.5,38.6,0.1
7097,15/04/2023 22:00,15/04/2023 22:15,260,76,5.1,64.3,38.3,1.29,28.7,9.3,35.1,0.1
7098,15/04/2023 22:15,15/04/2023 22:30,260,76,4.6,59,35.1,1.58,29.3,9.6,25.1,0.1
7099,15/04/2023 22:30,15/04/2023 22:45,260,76,4.1,57.7,34,2.27,30.4,9.9,10.6,0.1
7100,15/04/2023 22:45,15/04/2023 23:00,167,87,5.3,58.9,35.6,2.03,32.1,10.4,7.6,0.1
7101,15/04/2023 23:00,15/04/2023 23:15,167,87,6.9,63.4,39.4,1.87,31.4,10.5,5.8,0.1
7102,15/04/2023 23:15,15/04/2023 23:30,167,87,8.5,66.8,42.4,1.73,28.8,10.5,6.9,0.1
7103,15/04/2023 23:30,15/04/2023 23:45,167,87,8.5,67.4,42.8,1.59,28.5,10.7,18,0.1
7104,15/04/2023 23:45,16/04/2023 00:00,197,81,7.3,66.3,41.2,1.765,27.15,10.4,16,0.1
7105,16/04/2023 00:00,16/04/2023 00:15,197,81,6.1,64.3,39.2,1.94,25.8,10.3,19.8,0.1
7106,16/04/2023 00:15,16/04/2023 00:30,197,81,5.4,60.4,36.5,1.99,23.8,10.6,22.7,0.1
7107,16/04/2023 00:30,16/04/2023 00:45,197,81,5.5,56.9,34.7,2.04,22.6,11,25.5,0.1
7108,16/04/2023 00:45,16/04/2023 01:00,223,67,5.6,52.4,32.5,1.64,17,10.8,55.8,0.1
7109,16/04/2023 01:00,16/04/2023 01:15,223,67,4.9,46.4,28.7,1.53,12,10,55.4,0.1
7110,16/04/2023 01:15,16/04/2023 01:30,223,67,4.2,43.7,26.7,1.57,12.2,9.6,37.4,0.1
7111,16/04/2023 01:30,16/04/2023 01:45,223,67,3.9,45.2,27.2,1.61,13.5,9.8,35.8,0.1
7112,16/04/2023 01:45,16/04/2023 02:00,223,43,4.2,46.5,28.1,1.63,13.7,10,33.4,0.1
7113,16/04/2023 02:00,16/04/2023 02:15,223,43,4.4,47.5,28.9,1.76,12.6,9.7,27.2,0.1
7114,16/04/2023 02:15,16/04/2023 02:30,223,43,4,47.8,28.6,1.68,12,10.2,29.3,0.1
7115,16/04/2023 02:30,16/04/2023 02:45,223,43,4.4,46.6,28.3,1.76,12.4,10.7,31.8,0.1
7116,16/04/2023 02:45,16/04/2023 03:00,119,48,4.7,45.9,28.2,1.98,13.2,10.9,31.9,0.1
7117,16/04/2023 03:00,16/04/2023 03:15,119,48,4.7,44.4,27.4,2.02,13.7,11.3,24.8,0.1
7118,16/04/2023 03:15,16/04/2023 03:30,119,48,5,44.3,27.6,1.91,15.1,12,21,0.1
7119,16/04/2023 03:30,16/04/2023 03:45,119,48,4.7,46,28.3,1.89,14.9,12,16.9,0.1
7120,16/04/2023 03:45,16/04/2023 04:00,81,58,5.3,46.3,29,1.9,14,10.5,13.9,0.1
7121,16/04/2023 04:00,16/04/2023 04:15,81,58,5.7,47.5,29.9,1.88,13,9.6,11.9,0.1
7122,16/04/2023 04:15,16/04/2023 04:30,81,58,6,47.2,30,1.88,12.7,9.6,12.3,0.1
7123,16/04/2023 04:30,16/04/2023 04:45,81,58,6.3,47.5,30.4,1.85,11.9,9.9,13.9,0.1
7124,16/04/2023 04:45,16/04/2023 05:00,110,53,5.4,48,29.9,1.84,11.7,9.7,21.8,0.1
7125,16/04/2023 05:00,16/04/2023 05:15,110,53,5.6,45,28.5,1.87,12.1,9.3,21.7,0.1
7126,16/04/2023 05:15,16/04/2023 05:30,110,53,5.3,42.7,27,1.92,11.8,9.1,23,0.1
7127,16/04/2023 05:30,16/04/2023 05:45,110,53,4.4,39.6,24.6,1.9,12,9.5,23.5,0.1
7128,16/04/2023 05:45,16/04/2023 06:00,97,49,4,36.9,22.9,1.91,12.3,10.1,23.9,0.1
7129,16/04/2023 06:00,16/04/2023 06:15,97,49,4.2,35.6,22.3,1.96,12.4,10.1,20.2,0.1
7130,16/04/2023 06:15,16/04/2023 06:30,97,49,5.2,35.5,23.1,1.99,11.9,10,20.9,0.1
7131,16/04/2023 06:30,16/04/2023 06:45,97,49,4.5,35.5,22.5,1.96,12.1,10.3,22.1,0.1
7132,16/04/2023 06:45,16/04/2023 07:00,88,59,4.8,35,22.5,1.98,12.7,10.8,19,0.1
7133,16/04/2023 07:00,16/04/2023 07:15,88,59,5.5,35.5,23.4,2.21,13.6,10.6,22.1,0.1
7134,16/04/2023 07:15,16/04/2023 07:30,88,59,6,36.5,24.3,2.27,15,11.1,20.6,0.1
7135,16/04/2023 07:30,16/04/2023 07:45,88,59,6,38.8,25.5,2.3,17,11.3,21.7,0.1
7136,16/04/2023 07:45,16/04/2023 08:00,86,133,5.3,42.6,27,2.04,19.1,11.8,33.2,0.1
7137,16/04/2023 08:00,16/04/2023 08:15,86,133,4.9,42.1,26.4,1.85,19.7,11.9,49.5,0.1
7138,16/04/2023 08:15,16/04/2023 08:30,86,133,4.2,39.7,24.5,1.84,18.6,11.6,57.4,0.1
7139,16/04/2023 08:30,16/04/2023 08:45,86,133,3.7,36.5,22.4,1.81,17.3,11.4,62.2,0.1
7140,16/04/2023 08:45,16/04/2023 09:00,193,80,3.4,34.6,21.1,1.81,16.8,11.2,65.4,0.1
7141,16/04/2023 09:00,16/04/2023 09:15,193,80,3.3,33.4,20.5,1.69,15.9,11.5,68.6,0.1
7142,16/04/2023 09:15,16/04/2023 09:30,193,80,3.4,31.7,19.6,1.64,14.6,11.2,71.8,0.1
7143,16/04/2023 09:30,16/04/2023 09:45,193,80,3.4,29.8,18.6,1.67,13.7,10.5,72.4,0.1
7144,16/04/2023 09:45,16/04/2023 10:00,193,44,2.7,29,17.6,1.963333333,13.7,10.8,72.3,0.1
7145,16/04/2023 10:00,16/04/2023 10:15,193,44,3.1,29.3,18.1,2.256666667,14.5,11.3,72.4,0.1
7146,16/04/2023 10:15,16/04/2023 10:30,193,44,3.7,29.4,18.7,2.55,14.4,10.8,74,0.1
7147,16/04/2023 10:30,16/04/2023 10:45,193,44,3.7,28.4,18.1,1.71,12.9,9.8,74.5,0.1
7148,16/04/2023 10:45,16/04/2023 11:00,70,29,3.4,26.9,17.1,1.68,14.25,9.5,75.1,0.1
7149,16/04/2023 11:00,16/04/2023 11:15,70,29,3.6,25.6,16.5,1.71,15.6,9.8,74.7,0.1
7150,16/04/2023 11:15,16/04/2023 11:30,70,29,3.7,25.7,16.6,1.74,16.95,9.4,76.1,0.1
7151,16/04/2023 11:30,16/04/2023 11:45,70,29,4.3,26.4,17.5,1.74,18.3,9.5,79.1,0.1
7152,16/04/2023 11:45,16/04/2023 12:00,61,29,4,26.65,17.4,1.76,19.6,10.9,80.7,0.1
7153,16/04/2023 12:00,16/04/2023 12:15,61,29,3.7,26.9,17.3,1.75,18.9,12.3,82.3,0.1
7154,16/04/2023 12:15,16/04/2023 12:30,61,29,3.4,27.15,17.2,1.72,19.3,13.7,83.1,0.1
7155,16/04/2023 12:30,16/04/2023 12:45,61,29,3.1,27.4,17.1,1.71,20.4,12,85.2,0.1
7156,16/04/2023 12:45,16/04/2023 13:00,83,32,3.4,29.2,18.3,1.68,20.6,14.1,87.1,0.1
7157,16/04/2023 13:00,16/04/2023 13:15,83,32,3.5,32.4,20.1,1.64,18.1,17.3,88.3,0.1
7158,16/04/2023 13:15,16/04/2023 13:30,83,32,3.1,35,21.2,1.6,12.9,21.4,91,0.1
7159,16/04/2023 13:30,16/04/2023 13:45,83,32,3.6,37,22.6,1.89,9.1,25.5,94,0.1
7160,16/04/2023 13:45,16/04/2023 14:00,55,32,3.5,39.5,23.9,0.79,9.6,27.5,95.8,0.1
7161,16/04/2023 14:00,16/04/2023 14:15,55,32,4.1,38.1,23.6,0.23,12.8,22.8,91.2,0.1
7162,16/04/2023 14:15,16/04/2023 14:30,55,32,4.7,35.2,22.5,1.105,16,19.1,90.7,0.1
7163,16/04/2023 14:30,16/04/2023 14:45,55,32,4.5,32.2,20.8,1.98,19.4,16.7,89.7,0.1
7164,16/04/2023 14:45,16/04/2023 15:00,39,33,4.2,29.9,19.4,2.15,19.9,15,86.8,0.1
7165,16/04/2023 15:00,16/04/2023 15:15,39,33,3.3,29.8,18.5,2.14,22,13.4,85.9,0.1
7166,16/04/2023 15:15,16/04/2023 15:30,39,33,3.4,28.7,18,2.12,20.9,12.1,86.3,0.1
7167,16/04/2023 15:30,16/04/2023 15:45,39,33,3.6,27.4,17.5,2.14,18.3,11.2,80.8,0.1
7168,16/04/2023 15:45,16/04/2023 16:00,50,22,3.6,26.5,17,1.94,15.3,10.5,80.8,0.1
7169,16/04/2023 16:00,16/04/2023 16:15,50,22,3.1,26.9,16.9,1.74,14.1,9.8,81.9,0.1
7170,16/04/2023 16:15,16/04/2023 16:30,50,22,3,26,16.3,1.65,10.7,9.5,80.1,0.1
7171,16/04/2023 16:30,16/04/2023 16:45,50,22,2.6,25.4,15.7,1.65,9.2,9.5,80.7,0.1
7172,16/04/2023 16:45,16/04/2023 17:00,51,26,2.9,23.7,14.9,1.71,14,9.7,82.3,0.1
7173,16/04/2023 17:00,16/04/2023 17:15,51,26,3.1,23.6,15.1,1.76,14,9,78.6,0.1
7174,16/04/2023 17:15,16/04/2023 17:30,51,26,2.6,23.7,14.7,1.79,10.3,9.4,79.5,0.1
7175,16/04/2023 17:30,16/04/2023 17:45,51,26,3.3,24.3,15.6,1.81,13.3,9.1,73.9,0.1
7176,16/04/2023 17:45,16/04/2023 18:00,51,35,3.6,25.9,16.7,1.8,11.6,9.3,64.3,0.1
7177,16/04/2023 18:00,16/04/2023 18:15,51,35,3.2,28,17.5,1.82,11.3,9.3,63.1,0.1
7178,16/04/2023 18:15,16/04/2023 18:30,51,35,3,29.8,18.3,1.88,11.5,9.3,61.1,0.1
7179,16/04/2023 18:30,16/04/2023 18:45,51,35,2.7,31.6,19,2.4,13.6,9.2,36.1,0.1
7180,16/04/2023 18:45,16/04/2023 19:00,61,80,3.4,37.7,22.8,3.17,22.7,10.3,15.3,0.1
7181,16/04/2023 19:00,16/04/2023 19:15,61,80,3.6,47.4,28.1,2.73,26.3,12,20.9,0.1
7182,16/04/2023 19:15,16/04/2023 19:30,61,80,3.9,53,31.4,2.86,21,13.2,10.4,0.1
7183,16/04/2023 19:30,16/04/2023 19:45,61,80,6.5,60.9,37.7,3.78,35.7,14,1.2,0.1
