From,Ozone (µg/m3)
10/04/2023 12:30,73.7
10/04/2023 12:45,73.3
10/04/2023 13:00,71.6
10/04/2023 13:15,72.4
10/04/2023 13:30,73.4
10/04/2023 13:45,70
10/04/2023 14:00,71.6
10/04/2023 14:15,73
10/04/2023 14:30,77.1
10/04/2023 14:45,78.6
10/04/2023 15:00,77.3
10/04/2023 15:15,77.6
10/04/2023 15:30,75.7
10/04/2023 15:45,77.1
10/04/2023 16:00,76.1
10/04/2023 16:15,75.7
10/04/2023 16:30,76.1
10/04/2023 16:45,76
10/04/2023 17:00,76.3
10/04/2023 17:15,75.1
10/04/2023 17:30,71.1
10/04/2023 17:45,70.9
10/04/2023 18:00,72.3
10/04/2023 18:15,66.7
10/04/2023 18:30,61.5
10/04/2023 18:45,51.7
10/04/2023 19:00,33.2
10/04/2023 19:15,20.2
10/04/2023 19:30,14.2
10/04/2023 19:45,16.9
10/04/2023 20:00,20.4
10/04/2023 20:15,32.4
10/04/2023 20:30,41.6
10/04/2023 20:45,58.6
10/04/2023 21:00,70.3
10/04/2023 21:15,72.3
10/04/2023 21:30,70.1
10/04/2023 21:45,68.7
10/04/2023 22:00,69.5
10/04/2023 22:15,72.8
10/04/2023 22:30,74.9
10/04/2023 22:45,72.5
10/04/2023 23:00,48.5
10/04/2023 23:15,36.2
10/04/2023 23:30,29.2
10/04/2023 23:45,23.8
11/04/2023 00:00,21.8
11/04/2023 00:15,21.8
11/04/2023 00:30,22
11/04/2023 00:45,17.7
11/04/2023 01:00,7.8
11/04/2023 01:15,7.9
11/04/2023 01:30,8.3
11/04/2023 01:45,7.5
11/04/2023 02:00,7.6
11/04/2023 02:15,7.2
11/04/2023 02:30,7.4
11/04/2023 02:45,7.7
11/04/2023 03:00,7.7
11/04/2023 03:15,8.1
11/04/2023 03:30,7.2
11/04/2023 03:45,6.9
11/04/2023 04:00,7.3
11/04/2023 04:15,8.3
11/04/2023 04:30,8
11/04/2023 04:45,8.3
11/04/2023 05:00,7.3
11/04/2023 05:15,8.4
11/04/2023 05:30,7.3
11/04/2023 05:45,7.7
11/04/2023 06:00,9
11/04/2023 06:15,9.9
11/04/2023 06:30,11
11/04/2023 06:45,9.9
11/04/2023 07:00,9.1
11/04/2023 07:15,5.1
11/04/2023 07:30,14.1
11/04/2023 07:45,26.3
11/04/2023 08:00,35.7
11/04/2023 08:15,51.1
11/04/2023 08:30,64.8
11/04/2023 08:45,71.93333334
11/04/2023 09:00,79.06666667
11/04/2023 09:15,86.2
11/04/2023 09:30,88.6
11/04/2023 09:45,90.4
11/04/2023 10:00,91.1
11/04/2023 10:15,90.5
11/04/2023 10:30,92
11/04/2023 10:45,92.7
11/04/2023 11:00,91.8
11/04/2023 11:15,91.2
11/04/2023 11:30,83.3
11/04/2023 11:45,80.7
11/04/2023 12:00,80.4
11/04/2023 12:15,77.9
11/04/2023 12:30,77.6
11/04/2023 12:45,74.9
11/04/2023 13:00,75.7
11/04/2023 13:15,76.1
11/04/2023 13:30,76.1
11/04/2023 13:45,75.4
11/04/2023 14:00,74.4
11/04/2023 14:15,78.2
11/04/2023 14:30,78.6
11/04/2023 14:45,84.4
11/04/2023 15:00,84.8
11/04/2023 15:15,85.3
11/04/2023 15:30,84.9
11/04/2023 15:45,83.1
11/04/2023 16:00,84.7
11/04/2023 16:15,82.8
11/04/2023 16:30,79.7
11/04/2023 16:45,80.8
11/04/2023 17:00,76.1
11/04/2023 17:15,71.5
11/04/2023 17:30,68.4
11/04/2023 17:45,65.8
11/04/2023 18:00,62.2
11/04/2023 18:15,57
11/04/2023 18:30,48.6
11/04/2023 18:45,46
11/04/2023 19:00,32.4
11/04/2023 19:15,24.1
11/04/2023 19:30,22.7
11/04/2023 19:45,18.7
11/04/2023 20:00,18.5
11/04/2023 20:15,13
11/04/2023 20:30,11.8
11/04/2023 20:45,11.2
11/04/2023 21:00,11
11/04/2023 21:15,11.4
11/04/2023 21:30,10.9
11/04/2023 21:45,11.7
11/04/2023 22:00,11.4
11/04/2023 22:15,11.8
11/04/2023 22:30,13.5
11/04/2023 22:45,11.8
11/04/2023 23:00,12.2
11/04/2023 23:15,13.5
11/04/2023 23:30,14.4
11/04/2023 23:45,14.8
12/04/2023 00:00,15.9
12/04/2023 00:15,18.2
12/04/2023 00:30,16.7
12/04/2023 00:45,19.7
12/04/2023 01:00,18.8
12/04/2023 01:15,15.9
12/04/2023 01:30,11.5
12/04/2023 01:45,11.8
12/04/2023 02:00,11.4
12/04/2023 02:15,11.6
12/04/2023 02:30,11.4
12/04/2023 02:45,11.2
12/04/2023 03:00,10.9
12/04/2023 03:15,10.9
12/04/2023 03:30,13.9
12/04/2023 03:45,14.3
12/04/2023 04:00,12.1
12/04/2023 04:15,11.5
12/04/2023 04:30,11.3
12/04/2023 04:45,11.7
12/04/2023 05:00,11.2
12/04/2023 05:15,10.8
12/04/2023 05:30,11.1
12/04/2023 05:45,11.5
12/04/2023 06:00,11.1
12/04/2023 06:15,12.4
12/04/2023 06:30,14.6
12/04/2023 06:45,14.4
12/04/2023 07:00,15.9
12/04/2023 07:15,22
12/04/2023 07:30,29.1
12/04/2023 07:45,31.8
12/04/2023 08:00,31.8
12/04/2023 08:15,43.8
12/04/2023 08:30,59.3
12/04/2023 08:45,67.50000001
12/04/2023 09:00,75.7
12/04/2023 09:15,83.9
12/04/2023 09:30,91.3
12/04/2023 09:45,96.5
12/04/2023 10:00,100.7
12/04/2023 10:15,102.8
12/04/2023 10:30,103.4
12/04/2023 10:45,105.2
12/04/2023 11:00,104.9
12/04/2023 11:15,103.8
12/04/2023 11:30,104.5
12/04/2023 11:45,101.5
12/04/2023 12:00,97.7
12/04/2023 12:15,94.7
12/04/2023 12:30,92.3
12/04/2023 12:45,92.6
12/04/2023 13:00,89.8
12/04/2023 13:15,89.7
12/04/2023 13:30,89.9
12/04/2023 13:45,90.7
12/04/2023 14:00,93
12/04/2023 14:15,94.2
12/04/2023 14:30,95.7
12/04/2023 14:45,97.2
12/04/2023 15:00,97.7
12/04/2023 15:15,94.7
12/04/2023 15:30,91.8
12/04/2023 15:45,89
12/04/2023 16:00,88.7
12/04/2023 16:15,88.4
12/04/2023 16:30,86.3
12/04/2023 16:45,86.5
12/04/2023 17:00,86
12/04/2023 17:15,83.1
12/04/2023 17:30,81.9
12/04/2023 17:45,79.5
12/04/2023 18:00,68.9
12/04/2023 18:15,59.5
12/04/2023 18:30,53.2
12/04/2023 18:45,53.4
12/04/2023 19:00,54.5
12/04/2023 19:15,50.1
12/04/2023 19:30,44.9
12/04/2023 19:45,21.5
12/04/2023 20:00,15.4
12/04/2023 20:15,13.1
12/04/2023 20:30,12.1
12/04/2023 20:45,12.9
12/04/2023 21:00,12.7
12/04/2023 21:15,12.8
12/04/2023 21:30,12.3
12/04/2023 21:45,11.5
12/04/2023 22:00,11.7
12/04/2023 22:15,11.3
12/04/2023 22:30,11.4
12/04/2023 22:45,11
12/04/2023 23:00,11
12/04/2023 23:15,11.3
12/04/2023 23:30,11.4
12/04/2023 23:45,10.9
13/04/2023 00:00,11.9
13/04/2023 00:15,15.3
13/04/2023 00:30,15.8
13/04/2023 00:45,15.1
13/04/2023 01:00,13
13/04/2023 01:15,13.1
13/04/2023 01:30,14.4
13/04/2023 01:45,13.6
13/04/2023 02:00,12.5
13/04/2023 02:15,13.5
13/04/2023 02:30,15
13/04/2023 02:45,14.8
13/04/2023 03:00,12.1
13/04/2023 03:15,11.3
13/04/2023 03:30,11.8
13/04/2023 03:45,11.5
13/04/2023 04:00,11.8
13/04/2023 04:15,10.8
13/04/2023 04:30,11.3
13/04/2023 04:45,11.3
13/04/2023 05:00,10.8
13/04/2023 05:15,11.2
13/04/2023 05:30,10.5
13/04/2023 05:45,10.8
13/04/2023 06:00,12
13/04/2023 06:15,11.3
13/04/2023 06:30,11.9
13/04/2023 06:45,11.1
13/04/2023 07:00,11.6
13/04/2023 07:15,15
13/04/2023 07:30,32.3
13/04/2023 07:45,39.7
13/04/2023 08:00,44.5
13/04/2023 08:15,51.2
13/04/2023 08:30,57.9
13/04/2023 08:45,68.16666667
13/04/2023 09:00,78.43333334
13/04/2023 09:15,88.7
13/04/2023 09:30,101
13/04/2023 09:45,109
13/04/2023 10:00,117.3
13/04/2023 10:15,120.5
13/04/2023 10:30,120.2
13/04/2023 10:45,123.8
13/04/2023 11:00,120.2
13/04/2023 11:15,106
13/04/2023 11:30,96
13/04/2023 11:45,98.8
13/04/2023 12:00,106.7
13/04/2023 12:15,108.8
13/04/2023 12:30,113.6
13/04/2023 12:45,118.1
13/04/2023 13:00,112
13/04/2023 13:15,112.1
13/04/2023 13:30,94.5
13/04/2023 13:45,88
13/04/2023 14:00,84.5
13/04/2023 14:15,85
13/04/2023 14:30,87.1
13/04/2023 14:45,88.7
13/04/2023 15:00,90.2
13/04/2023 15:15,88.5
13/04/2023 15:30,87.4
13/04/2023 15:45,85.8
13/04/2023 16:00,85.4
13/04/2023 16:15,83.9
13/04/2023 16:30,78.6
13/04/2023 16:45,77.8
13/04/2023 17:00,79.6
13/04/2023 17:15,74.8
13/04/2023 17:30,76.9
13/04/2023 17:45,71.7
13/04/2023 18:00,64.7
13/04/2023 18:15,64.3
13/04/2023 18:30,62.6
13/04/2023 18:45,61.8
13/04/2023 19:00,57.6
13/04/2023 19:15,49.6
13/04/2023 19:30,35.8
13/04/2023 19:45,21.1
13/04/2023 20:00,29.1
13/04/2023 20:15,33.4
13/04/2023 20:30,35
13/04/2023 20:45,26.8
13/04/2023 21:00,23.5
13/04/2023 21:15,24.7
13/04/2023 21:30,22.9
13/04/2023 21:45,23.7
13/04/2023 22:00,13.4
13/04/2023 22:15,10.5
13/04/2023 22:30,10.7
13/04/2023 22:45,10.6
13/04/2023 23:00,11.3
13/04/2023 23:15,11.2
13/04/2023 23:30,11.2
13/04/2023 23:45,11.3
14/04/2023 00:00,11
14/04/2023 00:15,11.2
14/04/2023 00:30,11.2
14/04/2023 00:45,11.2
14/04/2023 01:00,11.7
14/04/2023 01:15,10.9
14/04/2023 01:30,11.1
14/04/2023 01:45,10.6
14/04/2023 02:00,11
14/04/2023 02:15,11.4
14/04/2023 02:30,11.2
14/04/2023 02:45,11.8
14/04/2023 03:00,11.3
14/04/2023 03:15,11.4
14/04/2023 03:30,11.8
14/04/2023 03:45,10.9
14/04/2023 04:00,11.3
14/04/2023 04:15,11.2
14/04/2023 04:30,11.2
14/04/2023 04:45,11.1
14/04/2023 05:00,10.9
14/04/2023 05:15,11.5
14/04/2023 05:30,11.3
14/04/2023 05:45,11.6
14/04/2023 06:00,11.8
14/04/2023 06:15,11.8
14/04/2023 06:30,11.8
14/04/2023 06:45,11.7
14/04/2023 07:00,14.2
14/04/2023 07:15,19.2
14/04/2023 07:30,21.7
14/04/2023 07:45,31.9
14/04/2023 08:00,40.3
14/04/2023 08:15,46.3
14/04/2023 08:30,51.7
14/04/2023 08:45,59.06666667
14/04/2023 09:00,66.43333333
14/04/2023 09:15,73.8
14/04/2023 09:30,78.1
14/04/2023 09:45,76.9
14/04/2023 10:00,67.6
14/04/2023 10:15,69.4
14/04/2023 10:30,62.1
14/04/2023 10:45,29.1
14/04/2023 11:00,31.1
14/04/2023 11:15,12.2
14/04/2023 11:30,28.6
14/04/2023 11:45,51.5
14/04/2023 12:00,49.5
14/04/2023 12:15,41.2
14/04/2023 12:30,40
14/04/2023 12:45,49.4
14/04/2023 13:00,56.6
14/04/2023 13:15,69
14/04/2023 13:30,76.6
14/04/2023 13:45,72.5
14/04/2023 14:00,79.7
14/04/2023 14:15,84.5
14/04/2023 14:30,79.5
14/04/2023 14:45,81.7
14/04/2023 15:00,86.7
14/04/2023 15:15,86.6
14/04/2023 15:30,86.8
14/04/2023 15:45,87.8
14/04/2023 16:00,84.8
14/04/2023 16:15,80.6
14/04/2023 16:30,78.8
14/04/2023 16:45,77
14/04/2023 17:00,74.3
14/04/2023 17:15,71.4
14/04/2023 17:30,70.6
14/04/2023 17:45,66.8
14/04/2023 18:00,61.3
14/04/2023 18:15,63.6
14/04/2023 18:30,52.9
14/04/2023 18:45,49.1
14/04/2023 19:00,55.7
14/04/2023 19:15,50.1
14/04/2023 19:30,53.4
14/04/2023 19:45,61.2
14/04/2023 20:00,47.1
14/04/2023 20:15,36.5
14/04/2023 20:30,35.7
14/04/2023 20:45,36.3
14/04/2023 21:00,40.9
14/04/2023 21:15,51.8
14/04/2023 21:30,43.2
14/04/2023 21:45,34.5
14/04/2023 22:00,26.8
14/04/2023 22:15,23.9
14/04/2023 22:30,19.3
14/04/2023 22:45,16.8
14/04/2023 23:00,9
14/04/2023 23:15,4.8
14/04/2023 23:30,2.3
14/04/2023 23:45,1.3
15/04/2023 00:00,2
15/04/2023 00:15,1.3
15/04/2023 00:30,1.2
15/04/2023 00:45,1.5
15/04/2023 01:00,1.7
15/04/2023 01:15,1.7
15/04/2023 01:30,1.6
15/04/2023 01:45,1.7
15/04/2023 02:00,1.4
15/04/2023 02:15,1.2
15/04/2023 02:30,0.8
15/04/2023 02:45,0.8
15/04/2023 03:00,1
15/04/2023 03:15,1.7
15/04/2023 03:30,1.5
15/04/2023 03:45,1
15/04/2023 04:00,1.8
15/04/2023 04:15,1.5
15/04/2023 04:30,1.5
15/04/2023 04:45,1.8
15/04/2023 05:00,0.8
15/04/2023 05:15,1.6
15/04/2023 05:30,1
15/04/2023 05:45,1.4
15/04/2023 06:00,1
15/04/2023 06:15,1.7
15/04/2023 06:30,1.7
15/04/2023 06:45,3.9
15/04/2023 07:00,6.4
15/04/2023 07:15,14.4
15/04/2023 07:30,24.2
15/04/2023 07:45,32.8
15/04/2023 08:00,41.4
15/04/2023 08:15,55.2
15/04/2023 08:30,63.3
15/04/2023 08:45,65.06666667
15/04/2023 09:00,66.83333333
15/04/2023 09:15,68.6
15/04/2023 09:30,58.7
15/04/2023 09:45,53.6
15/04/2023 10:00,37.4
15/04/2023 10:15,64.2
15/04/2023 10:30,83.8
15/04/2023 10:45,81.7
15/04/2023 11:00,73.7
15/04/2023 11:15,86.1
15/04/2023 11:30,67.1
15/04/2023 11:45,76.1
15/04/2023 12:00,65.1
15/04/2023 12:15,45.8
15/04/2023 12:30,63.4
15/04/2023 12:45,43.7
15/04/2023 13:00,48.5
15/04/2023 13:15,54
15/04/2023 13:30,75.4
15/04/2023 13:45,77.2
15/04/2023 14:00,77.9
15/04/2023 14:15,83.9
15/04/2023 14:30,87.2
15/04/2023 14:45,91.2
15/04/2023 15:00,91.1
15/04/2023 15:15,91.2
15/04/2023 15:30,101.4
15/04/2023 15:45,100
15/04/2023 16:00,101.4
15/04/2023 16:15,98.9
15/04/2023 16:30,96.1
15/04/2023 16:45,95.1
15/04/2023 17:00,92.9
15/04/2023 17:15,88
15/04/2023 17:30,78.3
15/04/2023 17:45,70.7
15/04/2023 18:00,69.3
15/04/2023 18:15,53.9
15/04/2023 18:30,41.8
15/04/2023 18:45,31.2
15/04/2023 19:00,35.8
15/04/2023 19:15,47.5
15/04/2023 19:30,43.1
15/04/2023 19:45,38.3
15/04/2023 20:00,30.5
15/04/2023 20:15,26.4
15/04/2023 20:30,17.7
15/04/2023 20:45,9.6
15/04/2023 21:00,12
15/04/2023 21:15,31.6
15/04/2023 21:30,39.8
15/04/2023 21:45,38.6
15/04/2023 22:00,35.1
15/04/2023 22:15,25.1
15/04/2023 22:30,10.6
15/04/2023 22:45,7.6
15/04/2023 23:00,5.8
15/04/2023 23:15,6.9
15/04/2023 23:30,18
15/04/2023 23:45,16
16/04/2023 00:00,19.8
16/04/2023 00:15,22.7
16/04/2023 00:30,25.5
16/04/2023 00:45,55.8
16/04/2023 01:00,55.4
16/04/2023 01:15,37.4
16/04/2023 01:30,35.8
16/04/2023 01:45,33.4
16/04/2023 02:00,27.2
16/04/2023 02:15,29.3
16/04/2023 02:30,31.8
16/04/2023 02:45,31.9
16/04/2023 03:00,24.8
16/04/2023 03:15,21
16/04/2023 03:30,16.9
16/04/2023 03:45,13.9
16/04/2023 04:00,11.9
16/04/2023 04:15,12.3
16/04/2023 04:30,13.9
16/04/2023 04:45,21.8
16/04/2023 05:00,21.7
16/04/2023 05:15,23
16/04/2023 05:30,23.5
16/04/2023 05:45,23.9
16/04/2023 06:00,20.2
16/04/2023 06:15,20.9
16/04/2023 06:30,22.1
16/04/2023 06:45,19
16/04/2023 07:00,22.1
16/04/2023 07:15,20.6
16/04/2023 07:30,21.7
16/04/2023 07:45,33.2
16/04/2023 08:00,49.5
16/04/2023 08:15,57.4
16/04/2023 08:30,62.2
16/04/2023 08:45,65.4
16/04/2023 09:00,68.6
16/04/2023 09:15,71.8
16/04/2023 09:30,72.4
16/04/2023 09:45,72.3
16/04/2023 10:00,72.4
16/04/2023 10:15,74
16/04/2023 10:30,74.5
16/04/2023 10:45,75.1
16/04/2023 11:00,74.7
16/04/2023 11:15,76.1
16/04/2023 11:30,79.1
16/04/2023 11:45,80.7
16/04/2023 12:00,82.3
16/04/2023 12:15,83.1
16/04/2023 12:30,85.2
16/04/2023 12:45,87.1
16/04/2023 13:00,88.3
16/04/2023 13:15,91
16/04/2023 13:30,94
16/04/2023 13:45,95.8
16/04/2023 14:00,91.2
16/04/2023 14:15,90.7
16/04/2023 14:30,89.7
16/04/2023 14:45,86.8
16/04/2023 15:00,85.9
16/04/2023 15:15,86.3
16/04/2023 15:30,80.8
16/04/2023 15:45,80.8
16/04/2023 16:00,81.9
16/04/2023 16:15,80.1
16/04/2023 16:30,80.7
16/04/2023 16:45,82.3
16/04/2023 17:00,78.6
16/04/2023 17:15,79.5
16/04/2023 17:30,73.9
16/04/2023 17:45,64.3
16/04/2023 18:00,63.1
16/04/2023 18:15,61.1
16/04/2023 18:30,36.1
16/04/2023 18:45,15.3
16/04/2023 19:00,20.9
16/04/2023 19:15,10.4
16/04/2023 19:30,1.2
16/04/2023 19:45,1.7
16/04/2023 20:00,1.9
16/04/2023 20:15,1.4
16/04/2023 20:30,1.3
16/04/2023 20:45,1.2
16/04/2023 21:00,1.2
16/04/2023 21:15,1.2
16/04/2023 21:30,1.4
16/04/2023 21:45,1.6
16/04/2023 22:00,1.8
16/04/2023 22:15,1.1
16/04/2023 22:30,1.5
16/04/2023 22:45,1.5
16/04/2023 23:00,1.1
16/04/2023 23:15,0.8
16/04/2023 23:30,0.9
16/04/2023 23:45,1.4
17/04/2023 00:00,1.6
17/04/2023 00:15,2.1
17/04/2023 00:30,2
17/04/2023 00:45,1.4
17/04/2023 01:00,1.4
17/04/2023 01:15,1.6
17/04/2023 01:30,2.1
17/04/2023 01:45,1.7
17/04/2023 02:00,1.4
17/04/2023 02:15,1.3
17/04/2023 02:30,1.8
17/04/2023 02:45,1.6
17/04/2023 03:00,1.6
17/04/2023 03:15,1
17/04/2023 03:30,0.7
17/04/2023 03:45,1.7
17/04/2023 04:00,0.6
17/04/2023 04:15,1.7
17/04/2023 04:30,1.5
17/04/2023 04:45,1.9
17/04/2023 05:00,2.1
17/04/2023 05:15,1.8
17/04/2023 05:30,0.8
17/04/2023 05:45,1.7
17/04/2023 06:00,1.4
17/04/2023 06:15,0.6
17/04/2023 06:30,1.8
17/04/2023 06:45,1.8
17/04/2023 07:00,1.7
17/04/2023 07:15,1.6
17/04/2023 07:30,3.5
17/04/2023 07:45,13.2
17/04/2023 08:00,22.2
17/04/2023 08:15,39.3
17/04/2023 08:30,49.1
17/04/2023 08:45,55.76666667
17/04/2023 09:00,62.43333333
17/04/2023 09:15,69.1
17/04/2023 09:30,72.8
17/04/2023 09:45,77.8
17/04/2023 10:00,81.2
17/04/2023 10:15,69
17/04/2023 10:30,37.3
17/04/2023 10:45,21.2
17/04/2023 11:00,31.3
17/04/2023 11:15,32.8
17/04/2023 11:30,20.8
17/04/2023 11:45,30.7
17/04/2023 12:00,27.1
17/04/2023 12:15,45.4
17/04/2023 12:30,62.1
17/04/2023 12:45,66.8
17/04/2023 13:00,61.5
17/04/2023 13:15,67.6
17/04/2023 13:30,75.1
17/04/2023 13:45,83.2
17/04/2023 14:00,85.1
17/04/2023 14:15,85.9
17/04/2023 14:30,85.4
17/04/2023 14:45,82
17/04/2023 15:00,86.4
17/04/2023 15:15,89.1
17/04/2023 15:30,89.9
17/04/2023 15:45,84.7
17/04/2023 16:00,84.8
17/04/2023 16:15,84.8
17/04/2023 16:30,86.9
17/04/2023 16:45,80.3
17/04/2023 17:00,73.9
17/04/2023 17:15,65.1
17/04/2023 17:30,63.7
17/04/2023 17:45,55
17/04/2023 18:00,48.6
17/04/2023 18:15,34.7
17/04/2023 18:30,27.9
17/04/2023 18:45,7.4
17/04/2023 19:00,7.4
17/04/2023 19:15,4.1
17/04/2023 19:30,8.6
17/04/2023 19:45,14.3
17/04/2023 20:00,18.7
17/04/2023 20:15,16.3
17/04/2023 20:30,2.9
17/04/2023 20:45,1.5
17/04/2023 21:00,1.5
17/04/2023 21:15,1.7
17/04/2023 21:30,2.1
17/04/2023 21:45,2.5
17/04/2023 22:00,1.3
17/04/2023 22:15,1.4
17/04/2023 22:30,1.9
17/04/2023 22:45,1.3
17/04/2023 23:00,1.3
17/04/2023 23:15,1.2
17/04/2023 23:30,1.5
17/04/2023 23:45,1.8
18/04/2023 00:00,1.5
18/04/2023 00:15,1.3
18/04/2023 00:30,1.5
18/04/2023 00:45,1.4
18/04/2023 01:00,1.3
18/04/2023 01:15,2
18/04/2023 01:30,1.5
18/04/2023 01:45,0.8
18/04/2023 02:00,1.1
18/04/2023 02:15,1.5
18/04/2023 02:30,1.8
18/04/2023 02:45,2
18/04/2023 03:00,1.9
18/04/2023 03:15,1.4
18/04/2023 03:30,1.4
18/04/2023 03:45,1.9
18/04/2023 04:00,1.6
18/04/2023 04:15,1
18/04/2023 04:30,1.2
18/04/2023 04:45,1.5
18/04/2023 05:00,1.7
18/04/2023 05:15,1.7
18/04/2023 05:30,1
18/04/2023 05:45,0.7
18/04/2023 06:00,2
18/04/2023 06:15,1.9
18/04/2023 06:30,2.2
18/04/2023 06:45,2
18/04/2023 07:00,2.1
18/04/2023 07:15,1.7
18/04/2023 07:30,1.8
18/04/2023 07:45,3.5
18/04/2023 08:00,21.7
18/04/2023 08:15,48.7
18/04/2023 08:30,55.1
18/04/2023 08:45,59.60000001
18/04/2023 09:00,64.1
18/04/2023 09:15,68.6
18/04/2023 09:30,69.8
18/04/2023 09:45,71.9
18/04/2023 10:00,77.4
18/04/2023 10:15,81.9
18/04/2023 10:30,79.8
18/04/2023 10:45,77.4
18/04/2023 11:00,77.3
18/04/2023 11:15,71.2
18/04/2023 11:30,70.7
18/04/2023 11:45,70.3
18/04/2023 12:00,72.2
18/04/2023 12:15,71.6
18/04/2023 12:30,73.2
18/04/2023 12:45,75.2
18/04/2023 13:00,76.8
18/04/2023 13:15,77.5
18/04/2023 13:30,78
18/04/2023 13:45,78.3
18/04/2023 14:00,77
18/04/2023 14:15,78.9
18/04/2023 14:30,80.2
18/04/2023 14:45,75.9
18/04/2023 15:00,75.2
18/04/2023 15:15,76.4
18/04/2023 15:30,74.4
18/04/2023 15:45,73.7
18/04/2023 16:00,73.9
18/04/2023 16:15,74.4
18/04/2023 16:30,72.7
18/04/2023 16:45,74.2
18/04/2023 17:00,73.1
18/04/2023 17:15,74.2
18/04/2023 17:30,69.8
18/04/2023 17:45,64.4
18/04/2023 18:00,58.6
18/04/2023 18:15,51.9
18/04/2023 18:30,43.6
18/04/2023 18:45,29.9
18/04/2023 19:00,23.6
18/04/2023 19:15,4.9
18/04/2023 19:30,2.6
18/04/2023 19:45,1.7
18/04/2023 20:00,1.5
18/04/2023 20:15,1.6
18/04/2023 20:30,1.7
18/04/2023 20:45,1.5
18/04/2023 21:00,1.4
18/04/2023 21:15,0.8
18/04/2023 21:30,4
18/04/2023 21:45,10.6
18/04/2023 22:00,12.8
18/04/2023 22:15,13.3
18/04/2023 22:30,9
18/04/2023 22:45,5.8
18/04/2023 23:00,9.1
18/04/2023 23:15,10.9
18/04/2023 23:30,13.7
18/04/2023 23:45,12.5
19/04/2023 00:00,7.9
19/04/2023 00:15,6.1
19/04/2023 00:30,2.7
19/04/2023 00:45,1.9
19/04/2023 01:00,2.8
19/04/2023 01:15,1.2
19/04/2023 01:30,1.7
19/04/2023 01:45,1.6
19/04/2023 02:00,1
19/04/2023 02:15,1.7
19/04/2023 02:30,1.2
19/04/2023 02:45,1.4
19/04/2023 03:00,1.6
19/04/2023 03:15,1.3
19/04/2023 03:30,1
19/04/2023 03:45,1.2
19/04/2023 04:00,1.4
19/04/2023 04:15,0.9
19/04/2023 04:30,2
19/04/2023 04:45,0.5
19/04/2023 05:00,1.7
19/04/2023 05:15,0.7
19/04/2023 05:30,2
19/04/2023 05:45,1.2
19/04/2023 06:00,1.2
19/04/2023 06:15,1.5
19/04/2023 06:30,1.1
19/04/2023 06:45,1.5
19/04/2023 07:00,3.5
19/04/2023 07:15,13.4
19/04/2023 07:30,25.3
19/04/2023 07:45,34.8
19/04/2023 08:00,44.3
19/04/2023 08:15,56
19/04/2023 08:30,65.3
19/04/2023 08:45,70.46666667
19/04/2023 09:00,75.63333334
19/04/2023 09:15,80.8
19/04/2023 09:30,84.7
19/04/2023 09:45,92.4
19/04/2023 10:00,92.6
19/04/2023 10:15,91.6
19/04/2023 10:30,88.7
19/04/2023 10:45,93.3
19/04/2023 11:00,97.6
19/04/2023 11:15,81.3
19/04/2023 11:30,71.1
19/04/2023 11:45,70.1
19/04/2023 12:00,70.1
19/04/2023 12:15,73.9
19/04/2023 12:30,72
19/04/2023 12:45,71
19/04/2023 13:00,70.3
19/04/2023 13:15,70.8
19/04/2023 13:30,73.5
19/04/2023 13:45,75.8
19/04/2023 14:00,75.7
19/04/2023 14:15,76.2
19/04/2023 14:30,75.5
19/04/2023 14:45,76.6
19/04/2023 15:00,76.5
19/04/2023 15:15,76.6
19/04/2023 15:30,74.8
19/04/2023 15:45,73.9
19/04/2023 16:00,74.3
19/04/2023 16:15,77.4
19/04/2023 16:30,80.7
19/04/2023 16:45,81.8
19/04/2023 17:00,79.5
19/04/2023 17:15,76.9
19/04/2023 17:30,78.9
19/04/2023 17:45,78
19/04/2023 18:00,72
19/04/2023 18:15,62.6
19/04/2023 18:30,52.9
19/04/2023 18:45,42.9
19/04/2023 19:00,16.6
19/04/2023 19:15,14.3
19/04/2023 19:30,16.3
19/04/2023 19:45,8.2
19/04/2023 20:00,7.3
19/04/2023 20:15,14.5
19/04/2023 20:30,16.3
19/04/2023 20:45,16.3
19/04/2023 21:00,20.3
19/04/2023 21:15,15.9
19/04/2023 21:30,21.4
19/04/2023 21:45,42.7
19/04/2023 22:00,51.1
19/04/2023 22:15,38
19/04/2023 22:30,36.1
19/04/2023 22:45,31.6
19/04/2023 23:00,19.6
19/04/2023 23:15,3.2
19/04/2023 23:30,4
19/04/2023 23:45,3.5
20/04/2023 00:00,1.7
20/04/2023 00:15,1.9
20/04/2023 00:30,3.6
20/04/2023 00:45,4.1
20/04/2023 01:00,5.6
20/04/2023 01:15,12.7
20/04/2023 01:30,6.3
20/04/2023 01:45,1.3
20/04/2023 02:00,0.9
20/04/2023 02:15,1.1
20/04/2023 02:30,1
20/04/2023 02:45,2.6
20/04/2023 03:00,5.6
20/04/2023 03:15,16.4
20/04/2023 03:30,23.9
20/04/2023 03:45,22.5
20/04/2023 04:00,19.5
20/04/2023 04:15,20.1
20/04/2023 04:30,20.8
20/04/2023 04:45,23
20/04/2023 05:00,25.8
20/04/2023 05:15,26.6
20/04/2023 05:30,24.8
20/04/2023 05:45,19.2
20/04/2023 06:00,13.3
20/04/2023 06:15,6.8
20/04/2023 06:30,2.5
20/04/2023 06:45,2.6
20/04/2023 07:00,6.1
20/04/2023 07:15,19.7
20/04/2023 07:30,35.3
